idx,idxmax,ref_clus,ref_frac,max_sim,max_clus,max_frac,sim_mn,sim_sd,z_sim
0,3,"Risk Averse, Routine Seeker, Hate Distractions, Make It Happen, Monotasker",0.19938634354360601,0.6425101456885577,"Internally Motivated, Solo Creator, Stifled By Constraints, Monotasker, Hate Distractions",0.15110361581836956,0.3846939265906707,0.14488343091658235,0.9867424242424242
0,25,"Internally Motivated, Solo Creator, Stifled By Constraints, Monotasker, Hate Distractions",0.15110361581836956,0.6937834495999785,"Solo Creator, Reframer, Private, Internally Motivated, Let It Happen",0.10675096394582587,0.3870970721778191,0.1534332329900273,0.9981060606060606
0,25,"Risk Friendly, Stifled By Constraints, Internally Motivated, Novelty Seeker, Let It Happen",0.1369137389211236,0.6459621383994353,"Solo Creator, Reframer, Private, Internally Motivated, Let It Happen",0.10675096394582587,0.3610312460492979,0.16268054047360359,0.9886363636363636
0,12,"Stimulated By Constraints, Collaborator, Outwardly Inspired, Risk Friendly, Reframer",0.1289495776468578,0.6340642104862835,"Multitasker, Silence, Collaborator, Novelty Seeker, Risk Friendly",0.07798488889549267,0.3733029315237285,0.16860170016947756,0.9772727272727273
0,12,"Novelty Seeker, Noise/Music, Love Distractions, Multitasker, Public",0.10736759210418786,0.6618843605661854,"Multitasker, Silence, Collaborator, Novelty Seeker, Risk Friendly",0.07798488889549267,0.36087011595416035,0.16268785797582475,0.9943181818181818
0,3,"Solo Creator, Reframer, Private, Internally Motivated, Let It Happen",0.10675096394582587,0.6937834495999785,"Internally Motivated, Solo Creator, Stifled By Constraints, Monotasker, Hate Distractions",0.15110361581836956,0.3863626248015787,0.15843702754097022,0.9981060606060606
0,17,"Multitasker, Silence, Collaborator, Novelty Seeker, Risk Friendly",0.07798488889549267,0.6618843605661854,"Novelty Seeker, Noise/Music, Love Distractions, Multitasker, Public",0.10736759210418786,0.36204011729913144,0.16438564483466792,0.9943181818181818
0,0,"Novelty Seeker, Night Owl, Monotasker, Externally Motivated, Solo Creator",0.04941940372800012,0.6724398980500784,"Collaborator, Novelty Seeker, Risk Averse, Slow Paced, Reframer",0.019278916517462465,0.39292292881190855,0.16632973412048546,0.9962121212121212
0,16,"Collaborator, Novelty Seeker, Risk Averse, Slow Paced, Reframer",0.019278916517462465,0.6724398980500784,"Novelty Seeker, Night Owl, Monotasker, Externally Motivated, Solo Creator",0.04941940372800012,0.38357935739031745,0.16701892468345358,0.9962121212121212
0,16,"Night Owl, Pragmastist, Noise/Music, Outwardly Inspired, Controlled Chaos",0.006032554995059545,0.6581234556326042,"Novelty Seeker, Night Owl, Monotasker, Externally Motivated, Solo Creator",0.04941940372800012,0.3923109735403859,0.14151025601479925,0.9924242424242424
0,22,"Routine Seeker, Risk Friendly, Internally Motivated, Noise/Music, Private",0.0035066083222513615,0.5172472496631842,"Risk Averse, Routine Seeker, Hate Distractions, Make It Happen, Monotasker",0.19938634354360601,0.34992615000535243,0.11235704379144693,0.9185606060606061
0,0,"Risk Averse, Noise/Music, Reframer, Internally Motivated, Rational",0.002837975379449195,0.5472339349009075,"Collaborator, Novelty Seeker, Risk Averse, Slow Paced, Reframer",0.019278916517462465,0.34542692779749,0.1342654677305022,0.9337121212121212
0,21,"Public, Make It Happen, Routine Seeker, Solo Creator, Hate Distractions",0.0014932802389248383,0.5251112877165459,"Risk Averse, Routine Seeker, Hate Distractions, Make It Happen, Monotasker",0.19938634354360601,0.3295428041242808,0.1276355926713315,0.9261363636363636
0,1,"Self-Assured, Risk Friendly, Inwardly Inspired, Tenacious, Routine Seeker",0.00147842172908479,0.4803630847797146,"Collaborator, Routine Seeker, Self-Critical, Generalist, Kinetic",0.0008840813354828645,0.30005808602779965,0.10719403483626336,0.8901515151515151
0,27,"Collaborator, Routine Seeker, Self-Critical, Generalist, Kinetic",0.0008840813354828645,0.4942116184889558,"Stimulated By Constraints, Collaborator, Outwardly Inspired, Risk Friendly, Reframer",0.1289495776468578,0.30402000073432245,0.1137304299745378,0.8977272727272727
0,13,"Tenacious, Collaborator, Fast Paced, Multitasker, Love Distractions",0.000735496237082383,0.41314417090563554,"Night Owl, Pragmastist, Noise/Music, Outwardly Inspired, Controlled Chaos",0.006032554995059545,0.2880329603440677,0.07170451803773738,0.8200757575757576
0,21,"Inwardly Inspired, Risk Averse, Collaborator, Stimulated By Constraints, NonKinetic",0.0006834914526422146,0.4447816197276218,"Risk Averse, Routine Seeker, Hate Distractions, Make It Happen, Monotasker",0.19938634354360601,0.28163313195353745,0.09364621842106682,0.8674242424242424
0,20,"Risk Averse, Internally Motivated, Night Owl, Controlled Chaos, Stimulated By Constraints",0.0005497648640817813,0.4274684544406395,"Risk Averse, Noise/Music, Reframer, Internally Motivated, Rational",0.002837975379449195,0.2689436679033268,0.08794359647710506,0.8409090909090909
0,22,"Tenacious, Public, Stimulated By Constraints, Let It Happen, Intuitive",0.0005349063542417331,0.4058218897514028,"Risk Averse, Routine Seeker, Hate Distractions, Make It Happen, Monotasker",0.19938634354360601,0.2835633678749509,0.0750427118490502,0.8106060606060606
0,29,"Make It Happen, Rational, Collaborator, Monotasker, Outwardly Inspired",0.0004606138050414924,0.38659941954557125,"Tenacious, Collaborator, Public, Internally Motivated, Early Bird",0.0003417457263211073,0.26384744492780277,0.07803283310778145,0.7973484848484849
0,20,"Make It Happen, Public, Risk Averse, Internally Motivated, Intuitive",0.00042346753044137205,0.4236827305975251,"Risk Averse, Noise/Music, Reframer, Internally Motivated, Rational",0.002837975379449195,0.26067626095513174,0.07985673613281251,0.8352272727272727
0,10,"Noise/Music, Externally Motivated, Night Owl, Generalist, Stifled By Constraints",0.00036403349108117945,0.2980686446760665,"Monotasker, Intuitive, Solo Creator, Noise/Music, Risk Friendly",0.0003343164714010832,0.2292539760591998,0.047171880862265314,0.6325757575757576
0,7,"Tenacious, Collaborator, Public, Internally Motivated, Early Bird",0.0003417457263211073,0.38659941954557125,"Make It Happen, Rational, Collaborator, Monotasker, Outwardly Inspired",0.0004606138050414924,0.21898913016662255,0.073017276293097,0.7973484848484849
0,12,"Monotasker, Intuitive, Solo Creator, Noise/Music, Risk Friendly",0.0003343164714010832,0.3346156872789225,"Night Owl, Pragmastist, Noise/Music, Outwardly Inspired, Controlled Chaos",0.006032554995059545,0.2187699150888738,0.059759601604446703,0.7159090909090909
0,16,"Love Distractions, Noise/Music, Self-Critical, Night Owl, Novelty Seeker",0.00031202870664101095,0.32489231284290104,"Novelty Seeker, Night Owl, Monotasker, Externally Motivated, Solo Creator",0.04941940372800012,0.2263399886302865,0.0487480082525675,0.7007575757575758
0,29,"Tenacious, Outwardly Inspired, Silence, Love Distractions, Fast Paced",0.00031202870664101095,0.3733166628455138,"Tenacious, Collaborator, Fast Paced, Multitasker, Love Distractions",0.000735496237082383,0.20020043296652992,0.06687598745993685,0.7803030303030303
0,9,"Monotasker, Night Owl, Solo Creator, NonKinetic, Self-Critical",0.0002897409418809388,0.30133856239781615,"Monotasker, Generalist, Night Owl, Hate Distractions, Urban",0.00011886807872038514,0.2080616445707113,0.054761048816259594,0.6401515151515151
0,29,"NonKinetic, Risk Friendly, Hate Distractions, Urban, Perfectionist",0.00026745317712086655,0.2639750099624919,"Tenacious, Collaborator, Public, Internally Motivated, Early Bird",0.0003417457263211073,0.17670590069958808,0.03970822400544499,0.5246212121212122
0,24,"NonKinetic, Urban, Pragmastist, Inwardly Inspired, Stimulated By Constraints",0.00026745317712086655,0.34437447734049703,"Self-Assured, Risk Friendly, Inwardly Inspired, Tenacious, Routine Seeker",0.00147842172908479,0.21288695005914626,0.06328812624815792,0.7329545454545454
0,23,"Make It Happen, Routine Seeker, Monotasker, Night Owl, Urban",0.00020801913776067398,0.2934417169106039,"Routine Seeker, Risk Friendly, Internally Motivated, Noise/Music, Private",0.0035066083222513615,0.19618771097743692,0.039161578148825,0.6268939393939394
0,8,"Generalist, Hate Distractions, Urban, Risk Averse, Multitasker",0.00020801913776067398,0.37308289876399864,"Monotasker, Generalist, Night Owl, Hate Distractions, Urban",0.00011886807872038514,0.18410678033529565,0.0523061126123151,0.7784090909090909
0,16,"Specialist, NonKinetic, Rational, Stimulated By Constraints, Solo Creator",0.0002005898828406499,0.31674573956787055,"NonKinetic, Urban, Pragmastist, Inwardly Inspired, Stimulated By Constraints",0.00026745317712086655,0.1972486799510436,0.058844959268424556,0.6856060606060606
0,2,"Monotasker, Generalist, Night Owl, Hate Distractions, Urban",0.00011886807872038514,0.37308289876399864,"Generalist, Hate Distractions, Urban, Risk Averse, Multitasker",0.00020801913776067398,0.15215044068157427,0.05978751916160339,0.7784090909090909
