idx_1,idx_2,ref_clus,ref_frac,max_sim,max_clus,max_frac,sim_mn,sim_sd,percentile_max_sim
0,3,"Generalist, Internally Motivated, Hate Distractions, Tenacious, Risk Averse",0.0002823116869609147,0.37180849824929957,"Generalist, Hate Distractions, Urban, Risk Averse, Multitasker",0.00020801913776067398,0.17892359437148186,0.06988729961579736,0.9038065843621399
0,3,"Internally Motivated, Night Owl, Novelty Seeker, Monotasker, Stifled By Constraints",0.0002451654123607943,0.32467176135726733,"Collaborator, Night Owl, Novelty Seeker, Rational, Reframer",0.0003863212558412517,0.1843514806840792,0.06696098253482125,0.8410493827160493
0,3,"Internally Motivated, Novelty Seeker, Monotasker, Let It Happen, Perfectionist",0.0034471742828911687,0.5802122365711829,"Risk Friendly, Stifled By Constraints, Multitasker, Novelty Seeker, Internally Motivated",0.20804142552543406,0.2885195678275511,0.13932324122697268,0.9645061728395061
0,3,"Intuitive, Noise/Music, Inwardly Inspired, Urban, Night Owl",0.0008023595313625996,0.42134035880493426,"Novelty Seeker, Noise/Music, Risk Averse, Stifled By Constraints, Night Owl",0.044196637519223196,0.2590973292864129,0.0994016887106441,0.9310699588477366
0,3,"Inwardly Inspired, Kinetic, Multitasker, Night Owl, Novelty Seeker",0.00018573137300060177,0.3057277861846481,"Pragmastist, Night Owl, Inwardly Inspired, Tenacious, Collaborator",0.002711678045808786,0.18184952966442,0.051971647776036675,0.7973251028806584
0,3,"Inwardly Inspired, Public, Stifled By Constraints, Risk Friendly, Novelty Seeker",0.0003417457263211073,0.3289953862815732,"Love Distractions, Slow Paced, Organized, Inwardly Inspired, Specialist",0.0003788920009212276,0.1882395840358332,0.06384310317529478,0.8497942386831275
0,3,"Kinetic, Self-Critical, Monotasker, Night Owl, Collaborator",0.00036403349108117945,0.34945915449231557,"Monotasker, Outwardly Inspired, Kinetic, Night Owl, Reframer",0.0005943403936019256,0.20727046829386916,0.06825921129402548,0.8775720164609053
0,3,"Love Distractions, Inwardly Inspired, Monotasker, Collaborator, Stimulated By Constraints",0.00041603827552134795,0.3893310061985607,"Pragmastist, Night Owl, Inwardly Inspired, Tenacious, Collaborator",0.002711678045808786,0.24102361172089562,0.07686951770254966,0.9161522633744856
0,3,"Love Distractions, Inwardly Inspired, Specialist, Early Bird, Rational",0.0005423356091617572,0.43770182839658156,"NonKinetic, Urban, Pragmastist, Inwardly Inspired, Stimulated By Constraints",0.00026745317712086655,0.24858186303271917,0.09189992311723039,0.9387860082304527
0,3,"Love Distractions, Organized, Risk Averse, Monotasker, Generalist",0.0002823116869609147,0.6417292152657167,"Organized, Risk Averse, Generalist, Love Distractions, Pragmastist",0.0005051893345616368,0.22180999819610323,0.10309612929839518,0.9809670781893004
0,3,"Make It Happen, Rational, Collaborator, Monotasker, Outwardly Inspired",0.0004606138050414924,0.3612127013240485,"Externally Motivated, Hate Distractions, Risk Averse, Monotasker, Outwardly Inspired",0.23590856073044433,0.2215956203120305,0.08050111221030508,0.8919753086419753
0,3,"Monotasker, Generalist, Night Owl, Hate Distractions, Urban",0.00011886807872038514,1.0,"Monotasker, Generalist, Night Owl, Hate Distractions, Urban",0.00011886807872038514,0.1823742024922465,0.15425125110082047,0.9969135802469136
0,3,"Monotasker, Intuitive, Solo Creator, Noise/Music, Risk Friendly",0.0003343164714010832,1.0,"Monotasker, Intuitive, Solo Creator, Noise/Music, Risk Friendly",0.0003343164714010832,0.2341376371174396,0.14541778071031683,0.9969135802469136
0,3,"Monotasker, Novelty Seeker, Silence, Solo Creator, Hate Distractions",0.06980527922854617,0.7947605957327724,"Risk Friendly, Monotasker, Novelty Seeker, Let It Happen, Internally Motivated",0.07458971939704168,0.33304163333696346,0.18209171635344606,0.9938271604938271
0,3,"Multitasker, Silence, Collaborator, Novelty Seeker, Generalist",0.0269756246146074,0.667088399619554,"Risk Friendly, Stifled By Constraints, Multitasker, Novelty Seeker, Internally Motivated",0.20804142552543406,0.33010826739564103,0.17259952238471252,0.9891975308641975
0,3,"Night Owl, Internally Motivated, Generalist, Inwardly Inspired, Collaborator",0.002065332867766692,0.5622014227652118,"Pragmastist, Night Owl, Inwardly Inspired, Tenacious, Collaborator",0.002711678045808786,0.3062305721485563,0.11888651334475343,0.9598765432098766
0,3,"Night Owl, Reframer, Risk Averse, Internally Motivated, Perfectionist",0.0004531845501214683,0.38789196901149975,"Solo Creator, Internally Motivated, Monotasker, Private, Hate Distractions",0.18465413103719827,0.23575244513164995,0.06861658103893055,0.9151234567901234
0,3,"Night Owl, Risk Friendly, Novelty Seeker, Pragmastist, Internally Motivated",8.915105904028885e-05,1.0,"Night Owl, Risk Friendly, Novelty Seeker, Pragmastist, Internally Motivated",8.915105904028885e-05,0.14112880775740438,0.15911613565629787,0.9969135802469136
0,3,"Noise/Music, Solo Creator, Night Owl, Stifled By Constraints, Pragmastist",0.02918211332585455,0.8104826678250769,"Novelty Seeker, Noise/Music, Risk Averse, Stifled By Constraints, Night Owl",0.044196637519223196,0.3390414716654295,0.17441767349593923,0.9948559670781894
0,3,"Noise/Music, Stifled By Constraints, Outwardly Inspired, Tenacious, Night Owl",0.0006686329428021664,0.4161176723779696,"Pragmastist, Night Owl, Inwardly Inspired, Tenacious, Collaborator",0.002711678045808786,0.23294840679912962,0.09690361212798751,0.9300411522633745
0,3,"NonKinetic, Outwardly Inspired, Risk Friendly, Organized, Public",0.0005126185894816609,0.331799380019987,"Collaborator, Multitasker, Risk Friendly, Reframer, Outwardly Inspired",0.21310817738089047,0.19627722335887948,0.08287936541280125,0.8539094650205762
0,3,"NonKinetic, Perfectionist, Collaborator, Externally Motivated, Generalist",0.0002823116869609147,0.3102219605862646,"Externally Motivated, Hate Distractions, Risk Averse, Monotasker, Outwardly Inspired",0.23590856073044433,0.19527845265451924,0.06796852349322077,0.8065843621399177
0,3,"NonKinetic, Risk Friendly, Hate Distractions, Urban, Perfectionist",0.00026745317712086655,0.32232984276085924,"Monotasker, Perfectionist, Internally Motivated, Risk Friendly, Stifled By Constraints",0.0004606138050414924,0.149236855397609,0.063989021873325,0.8333333333333334
0,3,"NonKinetic, Urban, Love Distractions, Night Owl, Controlled Chaos",0.0002823116869609147,0.7866127007717245,"NonKinetic, Urban, Love Distractions, Controlled Chaos, Night Owl",0.0002005898828406499,0.20305394552121944,0.12098549285654502,0.992798353909465
0,3,"NonKinetic, Urban, Pragmastist, Inwardly Inspired, Stimulated By Constraints",0.00026745317712086655,1.0,"NonKinetic, Urban, Pragmastist, Inwardly Inspired, Stimulated By Constraints",0.00026745317712086655,0.21515364483703692,0.15508094898903543,0.9969135802469136
0,3,"Novelty Seeker, Risk Friendly, Love Distractions, Multitasker, Collaborator",0.13942482708409173,0.7937448327710812,"Collaborator, Multitasker, Risk Friendly, Reframer, Outwardly Inspired",0.21310817738089047,0.30804018850964904,0.1675584896895678,0.9933127572016461
0,3,"Organized, Tenacious, Silence, Stifled By Constraints, Novelty Seeker",0.0002228776476007221,0.3289771306634662,"Pragmastist, Night Owl, Inwardly Inspired, Tenacious, Collaborator",0.002711678045808786,0.16795680276843464,0.057173288325330494,0.8492798353909465
0,3,"Pragmastist, Routine Seeker, Stimulated By Constraints, Externally Motivated, Multitasker",0.0002228776476007221,0.38937014585892327,"Let It Happen, Generalist, Routine Seeker, Reframer, Pragmastist",0.0009063691002429366,0.21438822787361544,0.07287625490268321,0.9166666666666666
0,3,"Public, Fast Paced, Make It Happen, NonKinetic, Novelty Seeker",0.0004011797656812998,0.3673471788489402,"Monotasker, Rational, Noise/Music, Kinetic, Reframer",0.0006166281583619979,0.20294048091014702,0.07227298039445533,0.8991769547325102
0,3,"Public, Tenacious, Let It Happen, Intuitive, Solo Creator",0.0009509446297630811,0.4734506959016779,"Externally Motivated, Hate Distractions, Risk Averse, Monotasker, Outwardly Inspired",0.23590856073044433,0.2568778215516921,0.11316694558672857,0.9459876543209876
0,3,"Risk Averse, Collaborator, Novelty Seeker, Externally Motivated, Public",0.01547513799841014,0.7153331028773968,"Novelty Seeker, Noise/Music, Risk Averse, Stifled By Constraints, Night Owl",0.044196637519223196,0.32658013471014397,0.16763709395028958,0.9922839506172839
0,3,"Risk Averse, Hate Distractions, Externally Motivated, Routine Seeker, Make It Happen",0.21605759158414004,0.9288292763696039,"Externally Motivated, Hate Distractions, Risk Averse, Monotasker, Outwardly Inspired",0.23590856073044433,0.3324437641036419,0.1835075307538862,0.9963991769547325
0,3,"Risk Averse, Multitasker, Controlled Chaos, Night Owl, NonKinetic",0.000735496237082383,0.4306493007941442,"Multitasker, Make It Happen, Risk Averse, NonKinetic, Routine Seeker",0.02611383104388461,0.23233547160574763,0.10084035644071282,0.9356995884773662
0,3,"Risk Friendly, Stifled By Constraints, Novelty Seeker, Internally Motivated, Let It Happen",0.18555307088252118,0.9153602836194057,"Risk Friendly, Stifled By Constraints, Multitasker, Novelty Seeker, Internally Motivated",0.20804142552543406,0.3218094650425205,0.18386512540813216,0.9953703703703703
0,3,"Slow Paced, Controlled Chaos, Risk Averse, Generalist, Silence",0.0002971701968009628,0.3703889469275825,"Make It Happen, Public, Risk Averse, Internally Motivated, Intuitive",0.00042346753044137205,0.2197225396287623,0.07859245879005847,0.9027777777777778
0,3,"Slow Paced, Inwardly Inspired, Collaborator, Hate Distractions, Stimulated By Constraints",0.0005497648640817813,0.4426720134071243,"Pragmastist, Night Owl, Inwardly Inspired, Tenacious, Collaborator",0.002711678045808786,0.21507507865126485,0.07823551197084072,0.9403292181069959
0,3,"Solo Creator, Generalist, Pragmastist, Hate Distractions, Nature",0.00031945796156103505,0.2840360242489218,"Externally Motivated, Hate Distractions, Risk Averse, Monotasker, Outwardly Inspired",0.23590856073044433,0.1998887421961824,0.054681211262250666,0.7438271604938271
0,3,"Solo Creator, Internally Motivated, Monotasker, Private, Stifled By Constraints",0.13743378676552528,0.9214568301850606,"Solo Creator, Internally Motivated, Monotasker, Private, Hate Distractions",0.18465413103719827,0.3353619676220012,0.1805953572903703,0.9958847736625515
0,3,"Solo Creator, Outwardly Inspired, Controlled Chaos, Night Owl, Let It Happen",0.01954636969458333,0.6600188784651579,"Novelty Seeker, Noise/Music, Risk Averse, Stifled By Constraints, Night Owl",0.044196637519223196,0.3219205570155796,0.1595382077430677,0.9861111111111112
0,3,"Specialist, Early Bird, Tenacious, Monotasker, Outwardly Inspired",0.0003343164714010832,0.31501769893129844,"Externally Motivated, Hate Distractions, Risk Averse, Monotasker, Outwardly Inspired",0.23590856073044433,0.18930449654245943,0.07044582183781392,0.8127572016460906
0,3,"Specialist, NonKinetic, Rational, Stimulated By Constraints, Solo Creator",0.0002005898828406499,0.32333990628137993,"Specialist, Monotasker, Solo Creator, Inwardly Inspired, Pragmastist",0.0003566042361611554,0.19084489711190963,0.06829295686589242,0.8374485596707819
0,3,"Stifled By Constraints, Make It Happen, Routine Seeker, Reframer, Generalist",0.02144082969918947,0.6608556190620459,"Novelty Seeker, Noise/Music, Risk Averse, Stifled By Constraints, Night Owl",0.044196637519223196,0.3323306795091265,0.16911505547130928,0.9871399176954733
0,3,"Stimulated By Constraints, Collaborator, Outwardly Inspired, Risk Friendly, Multitasker",0.10819223940031054,0.8049256127405124,"Collaborator, Multitasker, Risk Friendly, Reframer, Outwardly Inspired",0.21310817738089047,0.3206494087168476,0.1760160646978272,0.9943415637860082
0,3,"Stimulated By Constraints, Inwardly Inspired, Risk Friendly, Night Owl, Hate Distractions",0.009918055318232135,0.6745603199813723,"Solo Creator, Internally Motivated, Monotasker, Private, Hate Distractions",0.18465413103719827,0.3413667218802598,0.17038246326987855,0.9902263374485597
0,3,"Tenacious, Collaborator, Internally Motivated, Early Bird, Stifled By Constraints",0.0005869111386819015,0.33243936874655944,"Risk Friendly, Monotasker, Novelty Seeker, Let It Happen, Internally Motivated",0.07458971939704168,0.20793518364909466,0.0737957744939807,0.8559670781893004
0,3,"Tenacious, Collaborator, Self-Assured, Risk Friendly, Fast Paced",0.0003566042361611554,0.34609986000193355,"Pragmastist, Night Owl, Inwardly Inspired, Tenacious, Collaborator",0.002711678045808786,0.21322191771452434,0.07179496370416148,0.8729423868312757
0,3,"Tenacious, Routine Seeker, Outwardly Inspired, Self-Assured, Risk Friendly",0.0003268872164810591,0.5522004947737511,"Routine Seeker, Outwardly Inspired, Hate Distractions, Risk Friendly, Pragmastist",0.001270402591324116,0.18720703485703122,0.08960696300747101,0.9588477366255144
0,4,"Collaborator, Early Bird, Let It Happen, Novelty Seeker, Inwardly Inspired",0.0004308967853613961,0.3573919920986188,"Inwardly Inspired, Make It Happen, Stifled By Constraints, Reframer, Externally Motivated",0.0008840813354828645,0.20217470950788488,0.0783894765219798,0.8518518518518519
0,4,"Collaborator, Generalist, Silence, Routine Seeker, Multitasker",0.0002525946672808184,0.31734879311677405,"Risk Friendly, Routine Seeker, Hate Distractions, Let It Happen, Outwardly Inspired",0.0006463451780420942,0.19097206991021526,0.06951243991295418,0.7876543209876543
0,4,"Early Bird, Outwardly Inspired, Solo Creator, Noise/Music, Routine Seeker",0.0003566042361611554,0.3858761696187684,"Early Bird, Nature, Tenacious, Kinetic, Organized",0.00167901161192544,0.20071436150069275,0.09396073960337138,0.8814814814814815
0,4,"Early Bird, Risk Averse, Love Distractions, Pragmastist, Tenacious",0.0006834914526422146,0.49878249229021077,"Early Bird, Nature, Tenacious, Kinetic, Organized",0.00167901161192544,0.25206555233335204,0.11305389144199735,0.9407407407407408
0,4,"Early Bird, Stimulated By Constraints, Risk Averse, Solo Creator, Novelty Seeker",0.000631486668202046,0.4377067316798428,"Novelty Seeker, Externally Motivated, Outwardly Inspired, Collaborator, Noise/Music",0.09935885530040192,0.25389498419276535,0.11233166944691277,0.9191358024691358
0,4,"Fast Paced, Rational, Kinetic, Silence, Private",0.00021544839268069805,0.2972114702938103,"Tenacious, Outwardly Inspired, Silence, Love Distractions, Fast Paced",0.00031202870664101095,0.17201259298443222,0.06412691550198225,0.7481481481481481
0,4,"Generalist, Hate Distractions, Urban, Risk Averse, Multitasker",0.00020801913776067398,0.7675340410359817,"Risk Averse, Generalist, Hate Distractions, Urban, Multitasker",0.00014115584348045734,0.19923791832313562,0.1214148656720297,0.9944444444444445
0,4,"Generalist, Internally Motivated, Hate Distractions, Tenacious, Risk Averse",0.0002823116869609147,0.3001160321528797,"Risk Averse, Generalist, Hate Distractions, Urban, Multitasker",0.00014115584348045734,0.19335937096421146,0.055639163184978246,0.7555555555555555
0,4,"Internally Motivated, Night Owl, Novelty Seeker, Monotasker, Stifled By Constraints",0.0002451654123607943,0.28847480873876613,"Stifled By Constraints, Internally Motivated, Solo Creator, Night Owl, Risk Averse",0.04063802441253167,0.18159168115386243,0.05752572119456691,0.7296296296296296
0,4,"Internally Motivated, Novelty Seeker, Monotasker, Let It Happen, Perfectionist",0.0034471742828911687,0.6055755042832507,"Novelty Seeker, Risk Friendly, Stifled By Constraints, Internally Motivated, Multitasker",0.2023729040214557,0.30765268059554324,0.14928739937830585,0.9697530864197531
0,4,"Intuitive, Noise/Music, Inwardly Inspired, Urban, Night Owl",0.0008023595313625996,0.4410043697090666,"Novelty Seeker, Externally Motivated, Outwardly Inspired, Collaborator, Noise/Music",0.09935885530040192,0.263376461488414,0.11805933316162204,0.9203703703703704
0,4,"Inwardly Inspired, Kinetic, Multitasker, Night Owl, Novelty Seeker",0.00018573137300060177,0.30667556096392934,"Make It Happen, Routine Seeker, Monotasker, Night Owl, Urban",0.00020801913776067398,0.17934430874567067,0.06099680437746098,0.7666666666666667
0,4,"Inwardly Inspired, Public, Stifled By Constraints, Risk Friendly, Novelty Seeker",0.0003417457263211073,1.0,"Inwardly Inspired, Public, Stifled By Constraints, Risk Friendly, Novelty Seeker",0.0003417457263211073,0.21449763894819093,0.16631595440543862,0.9987654320987654
0,4,"Kinetic, Self-Critical, Monotasker, Night Owl, Collaborator",0.00036403349108117945,0.30471221428103573,"Risk Averse, Routine Seeker, Hate Distractions, Monotasker, Make It Happen",0.22116148971419655,0.19635672575180113,0.06818803676266111,0.7648148148148148
0,4,"Love Distractions, Inwardly Inspired, Monotasker, Collaborator, Stimulated By Constraints",0.00041603827552134795,0.38507071251604413,"Monotasker, Night Owl, Internally Motivated, Solo Creator, Stimulated By Constraints",0.0017310163963656085,0.23212224961415806,0.09709513859140648,0.8802469135802469
0,4,"Love Distractions, Inwardly Inspired, Specialist, Early Bird, Rational",0.0005423356091617572,0.7411791510294371,"Specialist, Inwardly Inspired, Routine Seeker, Rational, Noise/Music",0.0006166281583619979,0.2677288988389889,0.1333299882472242,0.9938271604938271
0,4,"Love Distractions, Organized, Risk Averse, Monotasker, Generalist",0.0002823116869609147,0.3450344752177323,"Routine Seeker, Pragmastist, Outwardly Inspired, Hate Distractions, Internally Motivated",0.0016047190627251993,0.21079997430796416,0.07468318032577775,0.8382716049382716
0,4,"Make It Happen, Rational, Collaborator, Monotasker, Outwardly Inspired",0.0004606138050414924,0.36990999235672223,"Novelty Seeker, Externally Motivated, Outwardly Inspired, Collaborator, Noise/Music",0.09935885530040192,0.2292523027066475,0.09814730921123607,0.8660493827160494
0,4,"Monotasker, Generalist, Night Owl, Hate Distractions, Urban",0.00011886807872038514,1.0,"Monotasker, Generalist, Night Owl, Hate Distractions, Urban",0.00011886807872038514,0.18561081531970597,0.16642094311257186,0.9987654320987654
0,4,"Monotasker, Intuitive, Solo Creator, Noise/Music, Risk Friendly",0.0003343164714010832,0.30660779572972163,"Novelty Seeker, Risk Friendly, Stifled By Constraints, Internally Motivated, Multitasker",0.2023729040214557,0.21309304365836032,0.0633976186345254,0.7660493827160494
0,4,"Monotasker, Novelty Seeker, Silence, Solo Creator, Hate Distractions",0.06980527922854617,0.8598488483870612,"Novelty Seeker, Monotasker, Stifled By Constraints, Silence, Hate Distractions",0.1369434559408037,0.35975978354775273,0.20141614055764306,0.9969135802469136
0,4,"Multitasker, Silence, Collaborator, Novelty Seeker, Generalist",0.0269756246146074,0.66865508527249,"Novelty Seeker, Risk Friendly, Stifled By Constraints, Internally Motivated, Multitasker",0.2023729040214557,0.3525215636798074,0.18386692968347915,0.987037037037037
0,4,"Night Owl, Internally Motivated, Generalist, Inwardly Inspired, Collaborator",0.002065332867766692,0.5443889907841457,"Stifled By Constraints, Internally Motivated, Solo Creator, Night Owl, Risk Averse",0.04063802441253167,0.31586315625460165,0.12669862893999445,0.9512345679012346
0,4,"Night Owl, Reframer, Risk Averse, Internally Motivated, Perfectionist",0.0004531845501214683,0.3919037796671897,"Monotasker, Night Owl, Internally Motivated, Solo Creator, Stimulated By Constraints",0.0017310163963656085,0.23480679957688746,0.0836192755041827,0.8876543209876543
0,4,"Night Owl, Risk Friendly, Novelty Seeker, Pragmastist, Internally Motivated",8.915105904028885e-05,0.24621824205093545,"Monotasker, Generalist, Night Owl, Hate Distractions, Urban",0.00011886807872038514,0.11788448995814252,0.05307574349306607,0.587037037037037
0,4,"Noise/Music, Solo Creator, Night Owl, Stifled By Constraints, Pragmastist",0.02918211332585455,0.6661001881579461,"Routine Seeker, Private, Internally Motivated, Solo Creator, Inwardly Inspired",0.097219229883435,0.3621409096743414,0.1857907983572063,0.9858024691358025
0,4,"Noise/Music, Stifled By Constraints, Outwardly Inspired, Tenacious, Night Owl",0.0006686329428021664,0.39512738856925483,"Stifled By Constraints, Internally Motivated, Solo Creator, Night Owl, Risk Averse",0.04063802441253167,0.24077444097278605,0.08488089905824288,0.8901234567901235
0,4,"NonKinetic, Outwardly Inspired, Risk Friendly, Organized, Public",0.0005126185894816609,0.34529303455533583,"Novelty Seeker, Externally Motivated, Outwardly Inspired, Collaborator, Noise/Music",0.09935885530040192,0.20751322485306367,0.08890353466962096,0.8395061728395061
0,4,"NonKinetic, Perfectionist, Collaborator, Externally Motivated, Generalist",0.0002823116869609147,0.3526743655269755,"Risk Friendly, Routine Seeker, Hate Distractions, Let It Happen, Outwardly Inspired",0.0006463451780420942,0.2027057846371963,0.0745233739374772,0.8462962962962963
0,4,"NonKinetic, Risk Friendly, Hate Distractions, Urban, Perfectionist",0.00026745317712086655,0.22985499601112344,"Monotasker, Night Owl, Internally Motivated, Solo Creator, Stimulated By Constraints",0.0017310163963656085,0.1545766732895601,0.04544623762217647,0.5228395061728395
0,4,"NonKinetic, Urban, Love Distractions, Night Owl, Controlled Chaos",0.0002823116869609147,0.3042602852679489,"Stifled By Constraints, Internally Motivated, Solo Creator, Night Owl, Risk Averse",0.04063802441253167,0.18998058483208954,0.06895292908798774,0.7623456790123457
0,4,"NonKinetic, Urban, Pragmastist, Inwardly Inspired, Stimulated By Constraints",0.00026745317712086655,0.39465249915201245,"Specialist, Inwardly Inspired, Routine Seeker, Rational, Noise/Music",0.0006166281583619979,0.2010904179349504,0.07552521846868589,0.8895061728395062
0,4,"Novelty Seeker, Risk Friendly, Love Distractions, Multitasker, Collaborator",0.13942482708409173,0.7292331590676011,"Collaborator, Risk Friendly, Multitasker, Reframer, Kinetic",0.189512863754894,0.32494843817215585,0.17949678121872353,0.9932098765432099
0,4,"Organized, Tenacious, Silence, Stifled By Constraints, Novelty Seeker",0.0002228776476007221,0.3892762505175683,"Inwardly Inspired, Public, Stifled By Constraints, Risk Friendly, Novelty Seeker",0.0003417457263211073,0.18072041407293035,0.07335906680167793,0.8858024691358025
0,4,"Pragmastist, Routine Seeker, Stimulated By Constraints, Externally Motivated, Multitasker",0.0002228776476007221,0.3767725100479771,"Generalist, Let It Happen, Routine Seeker, Reframer, Pragmastist",0.00083950580596272,0.21633825286435643,0.08268231004333365,0.8734567901234568
0,4,"Public, Fast Paced, Make It Happen, NonKinetic, Novelty Seeker",0.0004011797656812998,0.3755443855001473,"Monotasker, Night Owl, Internally Motivated, Solo Creator, Stimulated By Constraints",0.0017310163963656085,0.20574110339141216,0.08784010808379757,0.8716049382716049
0,4,"Public, Tenacious, Let It Happen, Intuitive, Solo Creator",0.0009509446297630811,0.46645855682718695,"Risk Averse, Routine Seeker, Hate Distractions, Monotasker, Make It Happen",0.22116148971419655,0.27790883037818914,0.11598140721464348,0.9345679012345679
0,4,"Risk Averse, Collaborator, Novelty Seeker, Externally Motivated, Public",0.01547513799841014,0.7691923548384294,"Novelty Seeker, Externally Motivated, Outwardly Inspired, Collaborator, Noise/Music",0.09935885530040192,0.34342406521292496,0.18281603174619862,0.9950617283950617
0,4,"Risk Averse, Hate Distractions, Externally Motivated, Routine Seeker, Make It Happen",0.21605759158414004,0.9022902730913719,"Risk Averse, Routine Seeker, Hate Distractions, Monotasker, Make It Happen",0.22116148971419655,0.3573744635381509,0.19583888117659393,0.9981481481481481
0,4,"Risk Averse, Multitasker, Controlled Chaos, Night Owl, NonKinetic",0.000735496237082383,0.4047043956461119,"Specialist, Multitasker, Urban, Self-Critical, Routine Seeker",0.001255544081484068,0.24707147361855192,0.10195666763394547,0.8975308641975308
0,4,"Risk Friendly, Stifled By Constraints, Novelty Seeker, Internally Motivated, Let It Happen",0.18555307088252118,0.8830414794180172,"Novelty Seeker, Risk Friendly, Stifled By Constraints, Internally Motivated, Multitasker",0.2023729040214557,0.3437421124128887,0.1943027174459111,0.9975308641975309
0,4,"Slow Paced, Controlled Chaos, Risk Averse, Generalist, Silence",0.0002971701968009628,0.3397082392955314,"Stifled By Constraints, Internally Motivated, Solo Creator, Night Owl, Risk Averse",0.04063802441253167,0.2175136568693507,0.06460100893459983,0.8290123456790124
0,4,"Slow Paced, Inwardly Inspired, Collaborator, Hate Distractions, Stimulated By Constraints",0.0005497648640817813,0.32805656277481926,"Novelty Seeker, Monotasker, Stifled By Constraints, Silence, Hate Distractions",0.1369434559408037,0.21659228068985403,0.07034944825528967,0.8055555555555556
0,4,"Solo Creator, Generalist, Pragmastist, Hate Distractions, Nature",0.00031945796156103505,0.4180364050470668,"Generalist, Solo Creator, Pragmastist, Nature, Hate Distractions",0.00013372658856043327,0.21612025955821335,0.06965577961573902,0.9049382716049382
0,4,"Solo Creator, Internally Motivated, Monotasker, Private, Stifled By Constraints",0.13743378676552528,0.7766834789913273,"Routine Seeker, Private, Internally Motivated, Solo Creator, Inwardly Inspired",0.097219229883435,0.3597349732606313,0.1869635301011545,0.995679012345679
0,4,"Solo Creator, Outwardly Inspired, Controlled Chaos, Night Owl, Let It Happen",0.01954636969458333,0.6864829624842104,"Stifled By Constraints, Internally Motivated, Solo Creator, Night Owl, Risk Averse",0.04063802441253167,0.3496761707038705,0.17525820892061172,0.9907407407407407
0,4,"Specialist, Early Bird, Tenacious, Monotasker, Outwardly Inspired",0.0003343164714010832,0.3577731052128127,"Early Bird, Nature, Tenacious, Kinetic, Organized",0.00167901161192544,0.2131831413482879,0.07586371578973317,0.854320987654321
0,4,"Specialist, NonKinetic, Rational, Stimulated By Constraints, Solo Creator",0.0002005898828406499,0.27736961257701903,"Love Distractions, Internally Motivated, Solo Creator, Specialist, Rational",0.0001485850984004814,0.1775154084856377,0.06312252381787792,0.695679012345679
0,4,"Stifled By Constraints, Make It Happen, Routine Seeker, Reframer, Generalist",0.02144082969918947,0.6682290159868607,"Routine Seeker, Private, Internally Motivated, Solo Creator, Inwardly Inspired",0.097219229883435,0.35319077368352414,0.1842499771944764,0.9864197530864197
0,4,"Stimulated By Constraints, Collaborator, Outwardly Inspired, Risk Friendly, Multitasker",0.10819223940031054,0.858873990006064,"Collaborator, Risk Friendly, Multitasker, Reframer, Kinetic",0.189512863754894,0.3380959095796821,0.19158116547153456,0.9962962962962963
0,4,"Stimulated By Constraints, Inwardly Inspired, Risk Friendly, Night Owl, Hate Distractions",0.009918055318232135,0.676322309770169,"Routine Seeker, Private, Internally Motivated, Solo Creator, Inwardly Inspired",0.097219229883435,0.36345497591073594,0.18615936254441096,0.9876543209876543
0,4,"Tenacious, Collaborator, Internally Motivated, Early Bird, Stifled By Constraints",0.0005869111386819015,0.38904294323057137,"Stifled By Constraints, Internally Motivated, Solo Creator, Night Owl, Risk Averse",0.04063802441253167,0.22590733546770833,0.08506325754927435,0.8851851851851852
0,4,"Tenacious, Collaborator, Self-Assured, Risk Friendly, Fast Paced",0.0003566042361611554,0.3376218531889196,"Novelty Seeker, Monotasker, Stifled By Constraints, Silence, Hate Distractions",0.1369434559408037,0.21342894005041654,0.07138992336674191,0.8234567901234567
0,4,"Tenacious, Routine Seeker, Outwardly Inspired, Self-Assured, Risk Friendly",0.0003268872164810591,0.5033136317133688,"Routine Seeker, Pragmastist, Outwardly Inspired, Hate Distractions, Internally Motivated",0.0016047190627251993,0.20973006373525122,0.09370382423320794,0.9419753086419753
0,5,"Collaborator, Early Bird, Let It Happen, Novelty Seeker, Inwardly Inspired",0.0004308967853613961,0.31400048863251595,"Tenacious, Collaborator, Multitasker, Fast Paced, Self-Assured",0.00042346753044137205,0.19618128587328443,0.07190697830829902,0.7688888888888888
0,5,"Collaborator, Generalist, Silence, Routine Seeker, Multitasker",0.0002525946672808184,0.2964732753493541,"Risk Friendly, Silence, Routine Seeker, Hate Distractions, Monotasker",0.0008320765510426959,0.19146783555370256,0.07226427390080785,0.7274074074074074
0,5,"Early Bird, Outwardly Inspired, Solo Creator, Noise/Music, Routine Seeker",0.0003566042361611554,0.3401398677831505,"Pragmastist, Night Owl, Routine Seeker, Stimulated By Constraints, Externally Motivated",0.00046804305996151646,0.19533909048549966,0.07556171246170297,0.8118518518518518
0,5,"Early Bird, Risk Averse, Love Distractions, Pragmastist, Tenacious",0.0006834914526422146,0.41111985470127066,"Make It Happen, Reframer, Stimulated By Constraints, Rational, Externally Motivated",0.09721180062851496,0.2587459929111437,0.09603304782923601,0.8844444444444445
